product_id,product_title,title_en,user_id,likes,dislikes,verification_status,recommend,title,comment,advantages,disadvantages
5107,هارددیسک اکسترنال سیگیت مدل Backup Plus Desktop ظرفیت 4 ترابایت,IT,794316,1,0,verified,recommended,هارد با کیفیت و ظاهر شیک,"نزدیک به دو ساله که این هارد رو خریدم. استفاده سنگینی ازش نداشتم فقط به عنوان یه بک آپ از تمام اطلاعات و عکس ها و فیلم ها ازش استفاده میکنم._x000D_
سرعت انتقال اطلاعاتش مناسبه. کیفیت ساخت خوبی داره، تو این دو سال هیچ مشکل و ایرادی نداشته._x000D_
یه مقدار وجود آداپتور اذیت میکنه که جا به جایی هارد رو سخت کرده که اونم با توجه به اینکه هارد دسکتاپ هست چیز عجییبی نیست._x000D_
وزن هارد هم یه مقدار زیاده که نسبت به نمونه های دسکتاپ دیگه خوبه.","[""کیفیت ساخت خوب\r"",""ظاهر ساده و زیبا\r"",""صدای کم\r"",""حجم زیاد""]","[""عدم مقاومت در برابر ضربه\r"",""عدم سهولت جا به جایی به دلیل وجود آداپتور\r"",""وزن زیاد""]"
156041,شمع خودرو ان جی کی مدل BKR6EGP,TC,653445,11,4,verified,\N,کارکرد بعد از ۶۰۰۰۰کیلومتر,بعد از گذشت 3سال و 60000کیلومتر کارکرد روی ماشینم که سمند موتور معمولی است دقیقا مثل روز اول کارایی دارد..,,
134367,ماشین بازی بیبی لند مدل Top Car,TS,3015544,10,5,verified,recommended,لطفا موجودش کنید,افا از وقتی من اینو واسه پسرم خریدم همه بچه های فامیل عاشقش شدن واسه سوار شدنش یک دعوایی میکنن که واویلا جالب اینجاست همشونم دوچرخه وسه چرخه دارن اما نمیدونم این چی ئاره که دخترو پسر سر این باهم دعوا میکنن .شاید باورتون نشه بچه باجناقم به خاطر این تب کرده میگه من فقط اینو میخوام .....پرسنل زحمتکش دیجی کالا لطفا اینو موجود کنید بچه داره ازدست میره  ... خیلی ممنون.,"[""بچه ام دیگه بیخیال ماشین ام شده همش با این بازی میکنه""]","[""نداره""]"
114006,شارژر همراه لنوو با ظرفیت 10400 میلی آمپر ساعت,AC,3007704,4,2,verified,recommended,پاور بانک,من این پاور بانک رو حدود یک سال پیش از دیجی کالا گرفتم و واقعا ازش راضی هستم و عالیه . در خریدش شک نکنید . شارژدهیش عالیه,"[""عالی""]","[""ندارد""]"
151402,خودتراش سیلور مدل M5 Magnum به همراه یک یدک,PC,1223376,2,6,verified,\N,محصولی با کیفیت از برند معتبر,این تیغ محصول کشور آمریکا هست ( در عکس محصول مشخص هست ) و توسط شرکت پلیکان در ایران توزیع میشه (در سایت شرکت پلیکان ایران ذکر شده). کیفیت کلی اصلاح مناسب هست و انتظارات شما از محصولی از کشور سازنده را برآورده میکنه. ایرادی که من باهاش برخوردم نقطه اتصال خیلی ضعیف تیغ به دسته هست که با کمترین فشاری ممکنه بشکنه و غیرقابل استفاده باشه، البته نقطه اتصال ضعیف مربوط به قسمت تعویض شونده هست و دسته مشکلی ندارد.,"[""تولید شده در آمریکا""]","[""ضعیف بودن نقاط اتصال تیغ یدکی""]"
146879,فلاسک غذا خودرو بلک اند دکر مدل BDV212F,TC,2838703,15,12,verified,recommended,فقط مناسب سفر طولانی,با توجه به قدرت خنک کنندگی حداقل ۲ ساعت زمان لازم داره تا یکم خنک کنه. گرم کن حدود ۱ ساعت,,
81254,کرم نرم کننده دست و صورت آلوئه ورا کاسه ای مای حجم 200 میلی لیتر,PC,1309402,4,1,verified,\N,مثل همیشه با کیفیت,"امیوارم کیفیتش همینطور بمونه_x000D_
من مدت هاس ازین برند استفاده میکنم و راضی ام","[""جذب سریع ..رایحه ی دلپذیر..قیمت مناسب""]","[""ندارد""]"
26368,ماساژور بیورر MG80,PA,1309402,5,0,verified,\N,برند آلمانی و با کیفیت,الان حدود یک سالی هست که دارمش و خیلی راضی ام ازش,"[""پر قدرت.. خوش دست... صدای کم..به صرفه""]","[""ندارد""]"
90894,مچ‌ بند هوشمند آی واون مدل i5 Plus,PA,1338306,2,1,verified,no_idea,لوازم یدکی,"ساعت خوبی بود از نظر ظاهر و سنسوراش خوب بود_x000D_
ولی یه بدی بزرگی که داره بعد 3 ماه بندش خشک گرفت و پاره شد بندشم هیچ جا حتی دیجی نداشت_x000D_
عملا دیگه قابل استفاده نبود_x000D_
به نظرم با توجه به نظرات بقیه هم که گفتن پاره میشه تا وقتی که بند یدکی نداره نخرید پولتون میریزید دور","[""اندازه\r"",""ظاهر\r"",""ضد آب""]","[""لوازم جانبی نداره\r"",""آپدیت کردنش ریسک داره\r"",""کیفیت پایین بند""]"
21340,ماشین اصلاح صورت پاناسونیک سری Lamdash مدل ES-GA20,PA,1309402,3,1,verified,\N,قیمت مناسب و با کیفیت,حدود یک ساله دارمش راضی ام ازش نسبت به قیمتش مناسبه,"[""پر قدرت طراحی زیبا ...سبک...به صرفه""]","[""ندارد""]"
144139,هدفون کریتیو مدل MA200,AC,608250,3,12,verified,not_recommended,نه چندان خوب,"سلام و خسته نباشید به تمامی کارکنان و بازدید کنندگان سایت معتبر دیجی کالا._x000D_
عزیزانی که برای خرید این هدفون شک دارند باید بگویم که بنده سالهای سال هست که از برند کریتیو استفاده میکنم و تقریبا با تمامی هدفون ها و هدست های این شرکت کار کردم.بنابراین با قاطعیت تمام میگویم که بی کیفیت ترین هدفون و وسیله ی گوش دادان به موسیقی این شرکت هست و پیشنهاد میکنم برای خرید هدفون مبلغی بیشتر  پراخت کنید و مودلی دیگر از این برند تهیه کنید._x000D_
با تشکر","[""کیفیت ساخت""]","[""صدای پایین و بی کیفیت""]"
138040,هارددیسک اکسترنال ترنسند مدل StoreJet 25H3 ظرفیت 1 ترابایت,IT,714216,11,3,verified,\N,هارد ترنسند,با سلام..منم اینو از دیجی گرفتم ..تو نگاه اول کیفیت ساخت خوب این هارد و زیبا بودنش جلب توجه میکنه و میتونین تست مقاومتشو تو اینترنت ببینین.از نظر  سرعت انتقال هم خوبه و کابلش خوب چفت میشه و لق نمیزنه.حین کار هم کاملا بی صداست و هارد درایو داخلیش مال کمپانی seagate هست.موفق باشید.,,
105719,ادو تویلت مردانه دیور مدل Sauvage حجم 100 میلی لیتر,PC,492221,25,8,verified,\N,بوی رؤیایی,این عطر یه بدی بزرگ داره... من خریدم و وقتی تموم شد، عطرهای دیگه خریدم و بعد از یه هفته گذاشتمشون کنار، و سر آخر دوباره همین رو خریدم. متاسفانه عطریه که اگر بزنید، دیگه هیچ عطر دیگه ای نمیتونید بزنید...,,
147165,روغن موتور خودرو توتال مدل Quartz 7000 حجم 4 لیتر,TC,467007,10,11,verified,recommended,روغن موتور با کیفیت بسیار خوب و 4 فصل,"بهترین روغن موتور برای موتورهای پژو همین روغنه_x000D_
به توتال ایرانی و کاسترول مگناتک هم ریختم ولی هیچ کدوم به کیفیت این روغن توتال اماراتی نبودن_x000D_
80000 کیلومتری هست که با این روغنم و اصلا عوضش نمی کنم_x000D_
با تشکر از دیجی کالا","[""خنک نگهداشتن موتور در گرمترین روزهای تابستان\r"",""قیمت مناسب\r"",""کیفیت تحت نظارت شرکت توتال فرانسه""]",
116387,اسپیکر هترون مدل HSP260,IT,2767161,3,0,verified,recommended,یک انتخاب هوشمند,اگر با قیمتش مشکلی ندارید نسبت به صداش شک نکنید عالیه، این تجربه ۲ سال استفاده بنده است. بلوتوثش خیلی سریع وصل میشه، صداش واضح و با بیس قوی هست و میتونید میزان صدای خواننده یا بیس را کنترل کنید,"[""صدای فوق العاده\r"",""بیس عالی\r"",""بلوتوث سریع\r"",""کم جا""]","[""خط و خش سریع میفته روش\r"",""نداشتن صفحه نمایش""]"
73064,گوشی موبایل ال‌جی مدل G4 H818P دو سیم‌کارت ظرفیت 32 گیگابایت با قاب پشتی چرمی,MO,544845,5,0,verified,\N,گوشی فوق العاده,گوشی بسیار خوبی هست واقعا راضی هستم ی مشکل که کمی زیاد داغ میشه حتی صفحه نمایشش.اینکه میگن بردش مسیوزه واقعا واقعی هست البته دو مدل اینجوری هست که سری دوم ساخت و سری سوم ساختش بردها حتما میسوزه.گوشی من بعد یکسال و دوماه بردش سوخت خوشبختانه گارانتی داشت بردم یکماهه تعویض کردن.درکل گوشی بسیارخوبی هست ولی کمی داغ میکنه.دوربین گوشی بسیااااار عااالی,"[""دوربین بسیار عالی.خوش فرم و ظاهر خوب امکانات خوب""]","[""داغ شدن زیاد هنگام استفاده زیاد یا استفاده از دیتا""]"
110040,گوشی موبایل هوآوی مدل Mate 8 دو سیم‌کارت - ظرفیت 64 گیگابایتی,MO,809624,24,6,verified,recommended,Huawei Mate 8,آپدیت: دو سال و نیم گذشت از خریدم. بهترین گوشی بود که تا به حال داشتم هیچ مشکلی نداشت و برای هر نوع کارایی مناسب بود. این گوشی من رو طرفدار هواووی کرد. سرعت بالا دوربین بسیار خوب و از همه مهمتر باتری که حتی بعد از دو سال هنوز بهتر از گوشی نو جوابگو بود بارها و بارها ار دستم افتاد اما کوچکترین خش یا آسیبی ندید بدون کاور. فقط متاسفانه به خاطر سیستم عامل قدیمیش که دیگه آپدیت نمیشد مجبور به خرید نوا 3 شدم که الان مقایسه میکنم باز میت 8 خیلی خیلی بهتر بود.,"[""صفحه نمایش بزرگ بدون نیاز به هیچ گونه محافظ\r"",""سخت افزار قوی\r"",""دوربین خوب خصوصا فیلم برداری 1080p 60fps\r"",""باتری بسیار بادوام\r"",""شیک و زیبا""]","[""آپدیت های دیر نرم افزاری هووایی به خوارمیانه""]"
139131,گوشی موبایل تی پی-لینک مدل Neffos C5 Max TP702A  دو سیم کارت,MO,687669,8,4,verified,recommended,سال اول خیلی خوب,جزو اولین نفرهایی بودم که این گوشی رو از دیجی کالا خریدم با کلی هدایا. سال اول بسیار خوب بود کلی باهاش ور میدادم.ولی بعد یکسال خیلی کند شد و خیلی هم داغ می‌کنه به حدی که اصلا دوست نداری دستت نگه داری. واسه یکسال استفاده خوبه بعدش باید عوضش کنید.,,
80854,اسپری مردانه اکس  مدل Apollo حجم 150 میلی لیتر,PC,3703170,9,1,verified,recommended,اسپری,"بینظیره_x000D_
من که خیلی راضی بودم",,
163519,جعبه نظم دهنده صندوق خودرو تاشو,TC,640425,10,2,verified,recommended,کیفیت و هزینه عالی,"با سلام_x000D_
عالیه، امیدوارم شگفت انگیز شود و دوباره خرید کنیم","[""ارزان، جادار، با کیفیت، تاشو و ........\r"",""عالیه واقعا، امیدوارم باز هم شگفت انگیز شود""]","[""باور کن نداره""]"
102068,گوشی موبایل ال جی مدل V10 ظرفیت 32 گیگابایت,MO,3947891,14,5,verified,recommended,نظرات من در مورد V10,"با سلام به همه دوستان عزیز_x000D_
بعد از 20 روز خرید این گوشی در دیجی کالا نظرم رو گذاشتم و امروز بعد از حدود 26 ماه نظرم رو آپدیت میکنم_x000D_
گوشی های ال جی از جمله این گوشی بعد از مدتی دچار مشکل boot loop میشه. یعنی بدون هیچ مشکلی به یکباره خاموش میشن و دیگه هم روشن نمیشن و فقط روی لوگوی ال جی میمونن و جلوتر نمیرن. راه حلش هم تعویض برد هست که هم بسیار هزینه بر و زمانبره و هم اینکه تضمینی نیست که خیلی سریع مجددا این مشکل بوجود نیاد. گوشی من امشب خراب شد. الان اگر ببینیدش از نظر ظاهری با نوش هیچ فرقی نداره. هیچ مشکلی هم نداشت و به یکباره اینطوری شد._x000D_
------------------_x000D_
بنا نداشتم که بعد از 20 روز استفاده از v10 نظری در موردش بدم چون بهرحال واقعا زمان کمیه برای نظر دادن ولی متاسفانه اینقد نظرات اشتباه و گاها پرت اینجا گذاشته میشه که آدم ناچار میشه برحسب وظیفه و ادای دین به سایر علاقه مندانی که برای تحقیق مراجعه میکنن نظر خودش رو اعلام کنه._x000D_
نظرات من:_x000D_
1 ) این گوشی نسبتا بزرگ و سنگینه ولی خیلی سریع به هر دوش عادت میکنید و اصلا اذیتتون نمیکنه._x000D_
2 ) صفحه نمایش لذت بخشی داری (البته من نمیدونم شاید گوشی های بهتری هم از این نظر وجود داشته باشه)_x000D_
3 ) صفحه نمایش دوم هم ابتکار جالبیه خصوصا اینکه اسم خودتون رو اون بالا نمایش میده. شاید چیز مهمی نباشه ولی حس خوبی به آدم میده و برای دیگران هم جلب توجه میکنه._x000D_
4 ) من خیلی از کیفیت عکس هاش شنیده بودم ولی اونقدی که انتظار داشتم عالی نبود. خصوصا دوربین سلفیش._x000D_
5 ) باتری خیلی زود تموم میشه ولی به لطف فست شارژ اصلا مشکلی نخواهید داشت._x000D_
6 ) حسگر اثر انگشت عملکرد خوبی نداره. من حتی چهار بار و در شرایط مختلف هم اثر انگشتم را برای گوشی تعریف کردم اما بازم خوب کار نمیکنه و الان از روش های دیگه قفل استفاده میکنم و بیخیال حسگر شدم._x000D_
7 ) بدنه قوی و خوبی داره و من تا امروز براش محافظ و گلس نخریدم._x000D_
8 ) همونطورکه یکی از دوستان هم تو نظراتش گفته بود گاهی یه صدای خاصی از تو گوشی میاد مثه اینکه یه قطعه ای جا به جا بشه. منم اینو دو بار تجربه کردم و نمیدونم چیه._x000D_
9 ) تو کارهای سنگین و وقتی تو شارژ میذارید گوشی گرم میشه که فکر میکنم همه گوشی ها همینطورن._x000D_
10 ) نکته آخری که میخوام عرض کنم خدمتتون اونه که اگر یک مقایسه بین نظرات مختلف داشته باشید میبینید که افرادیکه خریدار این گوشی بودن (و کنار اسمشون این زده شده) نظراتشون خیلی بهم شبیه تر هست تا سایرین. حتما این را مد نظر داشته باشید تا افرادیکه بهر دلیلی دوس دارن بنفع یا به ضرر گوشی ای نظر بدن گمراهتون نکنن.",,
129988,هدفون شیائومی مدل Quantie,AC,1059284,8,7,verified,not_recommended,هدفون شیائومی مدل Quantie,"با سلام  من  این محصولو یه هفته پیش خریدم و کمتر از 48 ساعت به دستم رسید _x000D_
طراحیش علیه و واقعا تو گوش راحته - صدای مناسبی داره ولی بیس انچنانی نداره _x000D_
با این قیمت واقعا مناسبه","[""طراحی عالی\r"",""کیفت صدا خوب (همه چیش اندازه هست و جوری نیست که گوشو ناراحت کنه )\r"",""قیمت مناسب\r"",""طراحی، کیفیت صدا ، بیس متعادل ""]","[""سیم نازک (گره نمیخوره ولی اگه بخره بد میخوره )\r"",""بیسش میتونست بهتر باشه ولی کیفیت صدا در کل خوبه\r"",""کار نکردن کلید های ی کم و زیاد کردن صدا با محصولات اپل\r"",""بعد دو هفته خراب شد .""]"
130386,هدست واقعیت مجازی سامسونگ مدل Gear VR,AC,4055366,1,0,verified,recommended,سامسونگ gear vr,سلام. دوستان این هدست با توجه به قیمتش فوق العادست. درضمن من از فروشگاه اختصاصی  این دستگاه برنامه ای خیلی خوب و با کیفیتی رو به صورت رایگان دانلود کردم. اما اگر کیفیتش رو با هدست های چند میلیونی که با یک کامپیوتر گیمینک کار میکنند مقایسه کنیم قطعا این مدل که انرژی مورد نیازشو از یک گوشی میگیره کم تره. ولی با این حال اون قدر فوق العادست که این اصلا اهمیت نداره. در ضمن اگر یه نرم افزار رویه گوشیتون نصب کنید میتونید اجرای خودکار رو غیر فعال کنید و برنامه هایی رو هم که در فروشگاه اختصاصی این دستگاه نیست رو اجرا کنید.,"[""تاچ پد اختصاصی\r"",""کیفیت عالی\r"",""قیمت مناسب\r"",""جنس مرغوب\r"",""بدون سیم های دست و پا گیر""]","[""داغ کردن گوشی (که طبیعیه)""]"
160008,پایه نگهدارنده گوشی موبایل دبلیو کی مدل WA-S01,AC,768246,1,1,verified,recommended,محصول فوق العاده زیبا و کاربردی,یادش بخیر من این محصول عالی رو دو سال پیش برای سمند استفاده کردم جدا از کیفیت عالی خیلی شیکه و نمای فوق العاده به داشبورد داده حیف که مدت زیادیه ناموجوده,"[""جمع و جور و زیبا جاگیر نیست\r"",""چسب دوطرفه ی قوی\r"",""اهن ربای بسیار قوی و محکم""]","[""رنگ طلایی که فقط به داشبورد های تریم بژ میخوره""]"
93850,نرم افزار آموزشی زبان ساتل انگلیسی شیرین,MA,523492,7,3,verified,recommended,مجموعه قوی و کامل,"همه چی عالیه_x000D_
استاد نکته هایی میگن که تا حالا هیچ جا ندیدم بگن و کاملا داخل فیلم های سینمایی میتونید درک کنید و در جامعه روتین هست و این مهمترین نکته قوت این پک هست_x000D_
روش آموزش فوق العاده اس و مثه بقیه مجموعه ها نیست که زبان کتابی رو درس بده و حالت عادی و روتین گفتار مردم انگلیسی زبانه و خوبه_x000D_
مطالب و حجم درس ها و لول ها بجاس و خیلی کامله_x000D_
فقط و فقط مشکلی که داره محیط برنامه و اینترفیس یوزر هست که اصلا خوب نیست و مثل نرم افزار های آشغال بازاره_x000D_
در صورتی که نرم افزار عالیه ولی محیط کاربری و گرافیکی تو ذوق میزنه و ممکنه بخاطر همین از آموزش زده بشین_x000D_
ولی در کل با فلش بوک که گرامر و کلمه داره خوبه","[""مطالب جامع\r"",""روش آموزش""]","[""محیط کاربری و گرافیکی بسیار ضعیف نرم افزار""]"
154624,شارژر همراه روموس مدل Polymos 20 ظرفیت 20000 میلی آمپر ساعت,AC,3066151,1,1,verified,recommended,دوسال و نیم استفاده,حدود دوسال و نیم هست که5عددش رو خریدیم.یکیش خراب بود که رفت گارانتی و یک سالم دادن بهمون.طی این 2سال میانگین هفته ای2بار شارژش کردم ولی با این حال هنوز هم خوب شارژ میده ولی مشکلی که هست مقداری باد کرده که طبیعیه به نظرم بعد از این همه مدت و استفاده.یه نکته درباره این پاوربانک این که شارژ1امپرش فیت شارٓه و خیلی سریع تر از2امپر شارژ میکنه!,"[""دوام خوب\r"",""سرعت شارژ خوب\r"",""ظرفیت بالا""]","[""باد کردن بعد از دو سال""]"
106471,گوشی موبایل هوآوی مدل P8 دو سیم کارت - 64 گیگابایت,MO,1256705,18,4,verified,recommended,ازش خیلی راضیم,عالی و رضایت بخش بدون هیچ مشکلی,,
112714,جاروبرقی فلر مدل VC 206,HA,472240,5,0,verified,recommended,بی دردسر,"خیلی ساده و بی دردسر. امکانت خیلی زیادی نداره مثل دکمه روشن خاموش یا تنظیم مکش روی دسته و... ولی نسبت به قیمتش عالیه فیلتر هپا داره کلی پاکت یکبار مصرف اضافه و قدرت مکش خوب و صدای خیلی بلندی هم تولید نمیکنه_x000D_
دو تا فیلتراشم( هوا و فیلتر بهداشتی) به راحتی میشه در آورد و شست.",,
104427,شارژر همراه هوآوی مدل AP007 ظرفیت 13000 میلی آمپر ساعت,AC,703463,9,1,verified,recommended,پاور بانک هواوی,"با سلام به دوستان_x000D_
این پاوربانک رو تقریبا 3 ساله دارم و از دیجی کالا خریدم تا حالا بعد از هربار استفاده بیشتر ازش خوشم اومده ، خدمتتون عرض کنم که هرکدوم از دوستان و آشنایان که با راهنمایی بنده این پاوربانک رو تهیه کردن عرایض بنده رو تایید کردن و به دیگران هم پیشنهاد خریدشو دادن. از لحاظ کلاس و کارایی در رده های نخست قرار داره، به نظر من از خریدش پشیمون نمیشید.","[""شارژ شدن سریع\r"",""شارژ کردن سریع\r"",""ظرفیت واقعی و بالای 85 درصد\r"",""دوام و عمر طولانی\r"",""بدنه مقاوم""]","[""هر کابلی رو ساپورت نمیکنه\r"",""نداشتن چراغ ""]"
